survived,pclass,sex,age,sibsp,parch,fare,embarked,alone,age_fare_ratio,is_high_fare
0,3,male,28.0,8,2,69.55,S,False,0.402588066139468,True
0,3,male,35.0,0,0,7.8958,C,True,4.432736391499278,False
0,2,male,28.0,0,1,33.0,S,False,0.8484848484848485,True
1,1,female,28.0,1,0,89.1042,C,False,0.3142388349819649,True
0,3,male,4.0,4,2,31.275,S,False,0.1278976818545164,False
0,3,male,74.0,0,0,7.775,S,True,9.517684887459806,False
0,3,female,9.0,1,1,15.2458,C,False,0.590326516155269,False
1,1,female,16.0,0,1,39.4,S,False,0.40609137055837563,True
0,2,female,44.0,1,0,26.0,S,False,1.6923076923076923,False
1,3,female,18.0,0,1,9.35,S,False,1.9251336898395723,False
1,1,female,45.0,1,1,164.8667,S,False,0.27294778145010484,True
1,1,male,51.0,0,0,26.55,S,True,1.9209039548022597,False
1,3,female,24.0,0,3,19.2583,C,False,1.2462159172928038,False
0,3,male,28.0,0,0,7.2292,C,True,3.8731809882144637,False
0,3,male,41.0,2,0,14.1083,S,False,2.9060907409113783,False
0,2,male,21.0,1,0,11.5,S,False,1.826086956521739,False
1,1,female,48.0,0,0,25.9292,S,True,1.851194791971985,False
0,3,female,28.0,8,2,69.55,S,False,0.402588066139468,True
0,2,male,24.0,0,0,13.0,S,True,1.8461538461538463,False
1,2,female,42.0,0,0,13.0,S,True,3.230769230769231,False
1,2,female,27.0,1,0,13.8583,C,False,1.9482909159132074,False
0,1,male,31.0,0,0,50.4958,S,True,0.6139124442032803,True
0,3,male,28.0,0,0,9.5,S,True,2.9473684210526314,False
1,3,male,4.0,1,1,11.1333,S,False,0.35928251282189466,False
0,3,male,26.0,0,0,7.8958,S,True,3.292889890828035,False
1,1,female,47.0,1,1,52.5542,S,False,0.894314821650791,True
0,1,male,33.0,0,0,5.0,S,True,6.6,False
0,3,male,47.0,0,0,9.0,S,True,5.222222222222222,False
1,2,female,28.0,1,0,24.0,C,False,1.1666666666666667,False
1,3,female,15.0,0,0,7.225,C,True,2.0761245674740487,False
0,3,male,20.0,0,0,9.8458,S,True,2.0313230006703367,False
0,3,male,19.0,0,0,7.8958,S,True,2.4063426125281793,False
0,3,male,28.0,0,0,7.8958,S,True,3.5461891131994223,False
1,1,female,56.0,0,1,83.1583,C,False,0.6734144396891231,True
1,2,female,25.0,0,1,26.0,S,False,0.9615384615384616,False
0,3,male,33.0,0,0,7.8958,S,True,4.17943716912789,False
0,3,female,22.0,0,0,10.5167,S,True,2.0919109606625654,False
0,2,male,28.0,0,0,10.5,S,True,2.6666666666666665,False
0,3,male,25.0,0,0,7.05,S,True,3.546099290780142,False
0,3,female,39.0,0,5,29.125,Q,False,1.3390557939914163,False
0,2,male,27.0,0,0,13.0,S,True,2.076923076923077,False
1,1,female,19.0,0,0,30.0,S,True,0.6333333333333333,False
0,3,female,28.0,1,2,23.45,S,False,1.1940298507462688,False
1,1,male,26.0,0,0,30.0,C,True,0.8666666666666667,False
0,3,male,32.0,0,0,7.75,Q,True,4.129032258064516,False
